seqn	sddsrvyr	ridstatr	riagendr	ridageyr	ridagemn	ridreth1	ridreth3	ridexmon	ridexagy	ridexagm	dmqmiliz	dmqadfc	dmdborn4	dmdcitzn	dmdyrsus	dmdeduc3	dmdeduc2	dmdmartl	ridexprg	sialang	siaproxy	siaintrp	fialang	fiaproxy	fiaintrp	mialang	miaproxy	miaintrp	aialanga	wtint2yr	wtmec2yr	sdmvpsu	sdmvstra	indhhin2	indfmin2	indfmpir	dmdhhsiz	dmdfmsiz	dmdhhsza	dmdhhszb	dmdhhsze	dmdhrgnd	dmdhrage	dmdhrbr4	dmdhredu	dmdhrmar	dmdhsedu
62397	7	2	2	70	NA	1	1	1	NA	NA	2	NA	2	1	7	NA	1	2	NA	2	2	2	1	2	2	2	2	2	NA	17077.396628	18362.705174	2	96	13	13	NA	6	6	0	2	1	1	43	2	4	1	3
62399	7	2	2	53	NA	1	1	1	NA	NA	2	NA	2	2	4	NA	1	1	NA	2	2	2	2	2	2	2	2	2	2	24870.513993	25871.320138	2	98	5	5	1.63	2	2	0	0	0	2	53	2	1	1	1
62400	7	2	2	31	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	27463.558155	27680.636989	2	100	4	4	1.22	2	2	0	1	0	2	31	1	4	5	NA
62402	7	2	1	48	NA	5	6	2	NA	NA	2	NA	2	2	4	NA	1	4	NA	1	2	2	1	2	2	1	2	2	NA	14259.601244	14208.087437	1	93	6	6	1.15	5	5	1	0	2	2	70	NA	NA	1	NA
62407	7	2	1	49	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	28680.660607	29290.218786	1	94	3	3	1.1	1	1	0	0	0	1	49	1	4	3	NA
62409	7	2	2	80	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	22419.63376	27869.657009	1	94	3	3	1.16	1	1	0	0	1	2	80	1	3	2	NA
62411	7	2	2	51	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	15790.702799	17527.166432	2	90	7	7	3.21	1	1	0	0	0	2	51	1	4	5	NA
62413	7	2	1	65	NA	3	3	2	NA	NA	1	1	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	131445.986898	130104.237054	1	101	5	5	1.6	2	2	0	0	1	1	65	1	4	6	NA
62414	7	2	1	58	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	1	2	1	2	2	1	1	2	NA	17206.320427	17681.811932	1	96	2	2	0.4	3	3	0	0	0	2	56	1	3	3	NA
62415	7	2	2	27	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	129336.409693	136474.939567	1	95	15	15	5	3	3	1	0	0	1	26	1	3	1	4
62416	7	2	2	19	NA	2	2	2	19	235	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	13824.001771	14551.102227	2	90	10	10	2.91	4	4	0	1	0	2	51	2	4	1	1
62417	7	2	2	26	NA	2	2	1	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	45207.136555	46085.238422	1	94	14	8	4.66	2	1	0	0	0	2	26	1	4	5	NA
62418	7	2	1	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	1	2	NA	1	2	2	1	2	2	1	2	2	NA	46965.818538	52174.805072	1	101	6	6	1.98	2	2	0	0	1	1	80	1	1	2	NA
62419	7	2	1	80	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	42993.150248	46481.579201	1	95	5	5	0.65	6	6	1	0	2	1	80	1	3	1	4
62421	7	2	1	23	NA	5	6	2	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	14313.345971	15171.949804	3	91	6	1	0	2	1	0	0	0	1	24	1	5	5	NA
62422	7	2	2	72	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	63504.762752	64182.95787	1	91	15	15	5	1	1	0	0	1	2	72	1	4	2	NA
62425	7	2	2	30	NA	3	3	2	NA	NA	2	NA	2	2	1	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	81658.419251	86275.41601	2	99	15	15	5	2	2	0	0	0	1	30	NA	NA	1	5
62430	7	2	1	27	NA	2	2	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	49006.291777	50482.76018	1	92	9	9	2.93	3	3	0	1	0	2	30	1	5	1	5
62431	7	2	1	54	NA	4	4	2	NA	NA	1	1	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	25969.864445	29542.265764	1	97	2	2	0.81	1	1	0	0	0	1	54	1	2	5	NA
62434	7	2	2	61	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	9113.905743	10210.592308	3	90	14	14	5	2	2	0	0	2	1	60	NA	NA	1	3
62437	7	2	1	39	NA	1	1	2	NA	NA	2	NA	2	2	4	NA	2	6	NA	2	2	2	1	2	2	1	2	2	2	33948.23667	35734.088319	2	97	4	4	0.67	4	4	0	2	0	1	39	2	2	6	NA
62439	7	2	1	75	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	60942.568495	64726.722108	1	94	15	15	5	2	2	0	0	2	1	75	1	4	1	3
62440	7	2	1	22	NA	1	1	2	NA	NA	2	NA	2	1	4	NA	4	1	NA	1	2	2	2	2	2	1	2	2	2	35669.2076	36294.041819	2	94	7	7	1.33	6	6	0	1	0	1	55	2	2	1	1
62441	7	2	1	68	NA	2	2	2	NA	NA	2	NA	2	2	5	NA	1	1	NA	2	2	2	1	2	2	1	2	2	2	8609.250304	11228.904188	2	90	2	2	0.31	4	4	0	0	2	1	68	2	1	1	NA
62444	7	2	2	23	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	21503.272394	20634.528185	2	100	1	1	0	2	2	0	0	0	2	55	1	5	3	NA
62447	7	2	2	19	NA	1	1	1	19	237	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	17490.464019	17826.708822	1	102	6	6	1.43	3	3	0	1	0	2	39	1	4	3	NA
62449	7	2	2	38	NA	2	2	1	NA	NA	2	NA	2	1	6	NA	2	1	2	1	2	2	1	2	2	1	2	2	1	32097.38481	34606.180038	2	100	14	14	3.36	4	4	1	1	0	1	45	2	5	1	2
62450	7	2	1	57	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	19282.792088	20545.343351	2	97	7	7	1.92	3	3	0	1	0	1	57	1	4	1	4
62452	7	2	1	39	NA	2	2	2	NA	NA	2	NA	2	2	4	NA	3	5	NA	2	2	2	2	2	2	2	2	2	2	34564.442715	35621.093093	2	90	4	4	0.81	3	3	0	0	0	1	39	2	3	5	NA
62454	7	2	2	64	NA	2	2	1	NA	NA	2	NA	2	1	8	NA	4	1	NA	2	2	2	1	2	2	2	2	2	2	7278.790659	7582.574348	2	93	5	5	1.32	2	2	0	0	1	1	49	2	2	1	4
62455	7	2	1	18	NA	4	4	2	19	228	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	7946.436474	8100.311671	3	90	15	15	5	5	5	1	0	1	1	38	2	3	1	4
62457	7	2	1	69	NA	4	4	2	NA	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	7736.56115	7645.782314	1	99	15	15	5	2	2	0	0	2	2	63	2	5	1	5
62461	7	2	2	29	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	19362.260448	24981.28051	1	96	6	6	1.98	2	2	0	1	0	2	29	1	3	5	NA
62464	7	2	1	32	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	22188.836739	22824.336433	1	95	10	7	3.21	5	1	1	2	0	1	32	1	3	6	NA
62465	7	2	2	44	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	20084.755052	20430.629009	1	99	14	14	4.21	4	4	0	2	0	2	44	1	5	1	5
62467	7	2	1	65	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	117075.881463	118577.582598	1	94	5	5	2.15	1	1	0	0	1	1	65	1	5	1	NA
62474	7	2	2	71	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	31347.021791	31681.790338	1	98	6	3	1.13	2	1	0	0	2	1	69	1	4	6	NA
62475	7	2	1	22	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	36750.682715	37321.834378	2	97	6	1	0.05	2	1	0	0	0	1	22	1	3	6	NA
62476	7	2	1	40	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	28680.660607	28606.985896	3	91	6	3	1.29	2	1	0	0	0	1	40	1	3	5	NA
62480	7	2	1	43	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	105141.812429	110055.244549	1	98	14	14	4.12	4	4	0	2	0	2	36	1	5	1	3
62481	7	2	2	39	NA	2	2	2	NA	NA	2	NA	1	1	NA	NA	5	4	2	2	2	2	1	2	2	1	2	2	1	27127.983961	27837.333201	2	90	10	10	3.13	4	4	1	2	0	2	39	1	5	4	NA
62482	7	2	2	32	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	NA	NA	NA	NA	31335.13799	31552.004994	1	95	10	6	1.34	5	4	1	2	0	1	32	1	3	6	NA
62485	7	2	1	21	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	25815.880139	26556.735732	2	101	99	1	0.28	2	1	0	0	0	1	21	1	4	5	NA
62487	7	2	1	65	NA	2	2	2	NA	NA	1	1	2	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	10655.434864	11610.446696	1	90	14	14	5	2	2	0	0	2	1	65	2	2	1	3
62500	7	2	2	52	NA	4	4	2	NA	NA	1	2	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	18441.731082	18102.807884	1	96	12	12	NA	2	2	0	0	0	1	46	1	4	1	5
62504	7	2	2	30	NA	2	2	1	NA	NA	2	NA	2	2	4	NA	1	6	2	2	2	2	2	2	2	2	2	1	2	38161.026403	37131.361742	1	100	3	3	0.39	5	5	1	2	0	1	32	2	1	6	NA
62509	7	2	2	60	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	30131.691064	30623.993423	2	95	6	6	1.36	3	3	0	0	2	2	60	1	5	1	4
62510	7	2	2	80	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	62763.524469	78020.806152	1	92	7	7	2.64	2	2	0	0	2	1	80	1	3	1	3
62514	7	2	1	44	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	19633.637051	20188.770976	2	95	6	6	1.19	4	4	0	1	0	1	44	1	3	1	2
62515	7	2	2	42	NA	2	2	2	NA	NA	2	NA	2	2	4	NA	1	5	2	2	2	2	2	2	2	2	2	2	2	31235.666551	33485.036978	2	94	1	1	0.01	7	7	1	3	0	1	41	2	1	1	1
62521	7	2	2	59	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	178239.535384	176744.998212	1	102	14	14	5	2	2	0	0	1	2	59	1	5	3	NA
62522	7	2	1	54	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	24930.322327	25494.618871	2	94	9	9	5	1	1	0	0	0	1	54	1	4	3	NA
62523	7	2	1	33	NA	4	4	2	NA	NA	2	NA	2	2	3	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	23872.904125	23622.849234	1	91	6	6	0.99	5	5	3	0	0	2	33	2	3	1	4
62524	7	2	1	23	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	91704.59836	93129.802737	1	93	15	7	3.67	6	1	0	0	0	1	23	1	5	5	NA
62526	7	2	2	62	NA	2	2	2	NA	NA	2	NA	2	2	6	NA	3	1	NA	2	2	2	2	2	2	1	2	2	2	8811.978874	9348.531299	3	90	12	12	NA	3	3	0	0	1	2	62	2	3	1	5
62527	7	2	1	79	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	NA	9541.516696	10104.465045	1	100	77	77	NA	1	1	0	0	1	1	79	1	2	5	NA
62529	7	2	1	59	NA	4	4	2	NA	NA	2	NA	2	1	7	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	15760.921402	16568.510632	3	90	12	12	NA	3	3	0	0	0	1	59	2	4	1	4
62530	7	2	2	51	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	141316.739364	156265.607046	2	94	5	5	0.89	4	4	0	2	0	2	51	1	2	3	NA
62531	7	2	2	52	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	20149.292081	21423.504707	2	99	2	2	0.4	2	2	0	0	0	2	52	1	3	1	3
62532	7	2	2	64	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	77	NA	1	2	2	1	2	2	1	2	2	1	11523.037911	11989.050618	2	97	13	13	NA	1	1	0	0	1	2	64	1	3	77	NA
62536	7	2	1	46	NA	5	6	1	NA	NA	2	NA	2	2	5	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	14238.597316	14347.374047	2	92	15	9	5	2	1	0	0	0	1	40	NA	NA	77	NA
62539	7	2	1	60	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	1	10717.375231	11218.730451	2	101	2	2	0.92	1	1	0	0	1	1	60	1	2	2	NA
62544	7	2	1	42	NA	4	4	2	NA	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	18533.049642	19320.837782	1	99	14	14	4.86	3	3	0	1	0	1	42	1	5	1	5
62548	7	2	1	57	NA	2	2	1	NA	NA	1	2	2	1	8	NA	3	5	NA	1	2	2	1	2	2	2	2	2	1	25422.415762	25922.20279	2	100	7	7	2.64	2	2	0	0	1	1	57	2	3	5	NA
62552	7	2	2	41	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	139800.409559	140918.856987	1	100	15	15	4.07	5	5	0	2	0	2	41	1	5	1	4
62555	7	2	1	35	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	23471.353577	23548.945779	1	100	7	7	1.83	3	3	0	1	0	2	40	1	4	6	NA
62556	7	2	2	31	NA	5	6	2	NA	NA	2	NA	2	2	3	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	17978.142628	18308.053591	1	91	10	10	3.78	3	3	1	0	0	1	35	2	5	1	5
62558	7	2	2	49	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	20084.755052	20500.648257	1	99	14	14	3.67	4	4	1	0	0	2	49	1	3	1	3
62560	7	2	2	56	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	12435.659176	12095.32474	1	96	77	77	NA	7	7	1	3	0	1	56	1	3	1	4
62565	7	2	1	23	NA	5	6	1	NA	NA	2	NA	2	2	2	NA	5	5	NA	1	2	2	1	2	2	1	2	2	3	14385.653726	15533.829525	2	101	7	5	1.84	2	1	0	0	0	1	27	2	5	5	NA
62567	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	1	3	NA	1	2	2	1	2	2	1	2	2	NA	22991.276372	25575.167764	1	99	99	99	NA	1	1	0	0	1	2	80	1	1	3	NA
62571	7	2	2	32	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	85420.170155	86011.35365	1	91	14	14	3.06	5	5	2	0	0	2	30	1	5	1	5
62573	7	2	2	48	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	NA	NA	NA	NA	30442.30641	30472.199404	1	95	6	3	1.1	2	1	0	0	0	2	48	1	4	3	NA
62575	7	2	2	24	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	129336.409693	130993.13082	1	95	12	12	NA	6	6	2	0	0	2	42	1	2	1	5
62577	7	2	2	71	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	72551.269339	73326.076054	1	92	6	6	2.04	2	2	0	0	2	2	71	1	4	1	1
62579	7	2	1	78	NA	1	1	1	NA	NA	1	2	2	1	9	NA	4	1	NA	2	2	2	1	2	2	1	2	2	NA	12782.642018	13005.47245	2	96	5	5	1.08	3	3	0	0	2	1	53	2	4	3	NA
62585	7	2	2	80	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	14859.685983	15314.825218	1	95	3	3	0.98	1	1	0	0	1	2	80	1	3	2	NA
62586	7	2	1	70	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	NA	68266.732554	71967.824097	1	95	5	5	2.02	1	1	0	0	1	1	70	1	3	5	NA
62587	7	2	1	73	NA	3	3	1	NA	NA	1	2	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	NA	15565.766387	16476.020536	1	101	3	3	1.07	2	1	0	0	1	1	73	1	4	6	NA
62588	7	2	1	21	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	137038.746155	146293.19093	2	101	3	1	0.18	2	1	0	0	0	1	21	1	4	5	NA
62589	7	2	2	75	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	NA	61388.874846	64435.558603	1	90	7	7	1.89	3	3	0	0	1	2	75	1	4	3	NA
62593	7	2	2	72	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	64463.340883	65151.773075	1	91	7	7	2.92	2	2	0	0	1	2	47	1	5	5	NA
62595	7	2	2	28	NA	5	7	1	NA	NA	2	NA	2	1	5	NA	4	1	3	1	2	2	1	2	2	1	2	2	1	13851.686232	14954.517784	3	91	14	14	4.32	3	3	1	0	0	1	31	2	3	1	4
62597	7	2	2	60	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	1	11696.973403	12170.020379	2	97	6	6	1	6	6	1	2	2	2	60	1	2	2	NA
62598	7	2	1	18	NA	4	4	1	18	223	2	NA	1	1	NA	12	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	11666.009872	12200.765691	2	100	14	4	0.43	7	7	1	3	1	2	62	1	3	5	NA
62599	7	2	2	50	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	17521.481386	17644.217766	2	97	5	5	0.76	5	5	0	0	0	2	50	1	4	5	NA
62601	7	2	1	65	NA	4	4	1	NA	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	9636.209947	9711.587411	2	97	14	14	5	2	2	0	0	1	2	52	1	5	1	3
62602	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	60071.993203	65791.533402	1	95	8	8	4.59	1	1	0	0	1	2	80	1	4	2	NA
62603	7	2	2	38	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	2	6	2	1	2	2	1	2	2	1	2	2	1	39561.667842	42653.886229	2	98	6	6	1.25	4	4	1	0	1	1	46	1	2	6	NA
62604	7	2	2	73	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	NA	69886.968852	80170.534309	1	102	4	4	1.42	1	1	0	0	1	2	73	1	3	5	NA
62611	7	2	1	45	NA	5	6	2	NA	NA	2	NA	2	2	6	NA	2	4	NA	1	2	2	1	2	2	1	2	2	1	11725.7448	11815.324423	2	95	3	3	1.16	1	1	0	0	0	1	45	2	2	4	NA
62612	7	2	2	38	NA	5	6	1	NA	NA	2	NA	2	2	2	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	21619.283038	22049.338941	2	102	9	9	2.68	4	4	1	1	0	2	38	2	5	1	2
62616	7	2	2	37	NA	5	6	2	NA	NA	2	NA	2	2	2	NA	1	1	2	1	2	1	1	2	2	1	2	1	NA	15542.93857	16609.63545	3	91	4	4	0.69	5	5	0	2	0	1	45	2	4	1	1
62619	7	2	1	80	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	NA	24023.719783	25884.561742	2	96	7	7	3.21	2	1	0	0	1	1	80	1	5	5	NA
62623	7	2	2	78	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	39653.38014	40869.906755	2	95	6	6	1.57	3	3	0	0	2	1	80	1	2	1	4
62624	7	2	2	40	NA	5	6	2	NA	NA	2	NA	2	1	5	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	18255.735511	19354.37213	2	91	14	14	3.47	4	4	1	1	0	2	40	2	5	1	NA
62625	7	2	2	60	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	15207.312407	15896.113669	1	92	15	15	5	3	3	0	0	1	1	57	1	3	1	4
62630	7	2	2	68	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	1	149153.684635	157450.342804	1	101	3	3	1.25	1	1	0	0	1	2	68	1	2	2	NA
62632	7	2	1	29	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	14424.961621	14817.68753	2	102	5	5	1.08	3	3	0	1	0	2	46	2	1	5	NA
62633	7	2	2	61	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	12176.672371	12646.648452	2	92	15	15	5	2	2	0	0	2	1	61	1	5	1	5
62634	7	2	1	68	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	114174.703171	113009.251918	2	97	8	8	3.06	2	2	0	0	2	1	68	1	2	1	4
62635	7	2	2	27	NA	5	6	2	NA	NA	2	NA	2	2	1	NA	5	1	2	1	2	1	1	2	2	NA	NA	NA	NA	13851.686232	14678.247845	3	91	5	5	1.08	3	3	1	0	0	1	29	2	5	1	5
62639	7	2	2	26	NA	2	2	2	NA	NA	2	NA	2	2	3	NA	1	6	2	2	2	2	1	2	2	2	2	2	2	43708.837271	43518.466069	1	96	9	9	3.97	2	2	0	0	0	1	28	2	2	6	NA
62640	7	2	2	31	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	6	2	1	2	2	1	2	2	1	2	2	1	26546.087356	29693.438127	1	102	6	6	1.12	4	4	2	0	0	2	31	1	3	6	NA
62642	7	2	1	30	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	22188.836739	23607.684366	1	95	1	1	0.11	1	1	0	0	0	1	30	1	3	5	NA
62644	7	2	1	61	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	11761.359913	11893.852645	1	95	5	5	1.79	1	1	0	0	1	1	61	1	4	2	NA
62649	7	2	1	76	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	9334.084938	9516.918553	2	96	8	8	2.59	3	3	0	0	2	1	76	1	3	1	4
62650	7	2	1	71	NA	4	4	1	NA	NA	2	NA	2	1	7	NA	1	1	NA	1	2	2	1	2	2	1	2	2	NA	7110.382011	7529.893703	2	93	6	6	1.85	2	2	0	0	2	1	71	2	1	1	2
62651	7	2	1	55	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	NA	152467.08796	155918.172532	1	94	6	6	2.69	1	1	0	0	0	1	55	1	3	3	NA
62652	7	2	1	46	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	2	4	NA	1	2	2	1	2	2	1	2	2	1	34205.013302	40575.476948	2	102	14	14	2.44	7	7	0	2	1	2	71	1	3	3	NA
62658	7	2	1	68	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	28559.076421	28710.827523	1	92	6	6	2.3	1	1	0	0	1	1	68	1	3	3	NA
62659	7	2	1	18	NA	5	6	1	18	219	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	5526.901806	5811.556543	2	103	7	7	1.65	4	4	0	1	1	2	55	2	3	1	NA
62664	7	2	1	64	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	25436.904729	25763.177128	1	94	8	8	3.3	2	2	0	0	2	1	64	1	5	1	3
62665	7	2	2	67	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	13504.560081	14155.716256	1	102	7	7	1.8	5	4	1	0	2	1	47	1	3	5	NA
62669	7	2	1	33	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	20891.980831	22249.799905	2	97	6	6	1.35	3	3	0	0	0	2	54	1	3	6	NA
62674	7	2	2	33	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	NA	28989.076324	29596.20575	1	93	6	6	1.16	4	4	2	0	0	2	33	1	5	1	4
62677	7	2	2	30	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	56677.205755	57971.218225	2	102	10	10	4.76	2	2	0	0	0	1	27	1	4	1	4
62678	7	2	1	68	NA	2	2	1	NA	NA	2	NA	2	2	6	NA	1	1	NA	2	2	2	1	2	1	2	2	2	2	9235.951997	9462.879133	2	103	5	5	1.79	2	1	0	0	2	1	68	2	1	1	NA
62680	7	2	1	68	NA	5	6	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	7581.139559	8116.967146	3	90	14	14	4.96	2	2	0	0	2	1	68	1	3	1	5
